ind1.id	ind2.id	dyad.type
SA	FS	MS
SA	GA	FF
SA	GD-N	FF
SA	GL	MS
SA	GU	MS
SA	HC	MS
SA	HE	FF
SA	HO	MS
SA	HR	MS
SA	IJ	MS
SA	IN	MS
SA	IV	MS
SA	IZ	FF
SA	JR	MS
SA	JU	FF
SA	KA	FF
SA	MO	FF
SA	NE	MS
SA	NI	MS
SA	NO	MS
SA	NR	MS
SA	OL-N	FF
SA	PB	MS
SA	PE	MS
SA	PL	FF
SA	PO	MS
SA	RB	MS
SA	RN-M2	FF
SA	RT-J	FF
SA	TH	MS
SA	TL	MS
SA	TN-M2	FF
SA	TO	MS
SA	TU	MS
SA	TZ	FF
SA	UR	FF
SA	VD	FF
SA	VN-J	FF
SA	XI	FF
SA	YN	MS
TH	AM	MM
TH	ANA2	MS
TH	AR	MS
TH	BA	MS
TH	BLK	MM
TH	BS	MS
TH	DD	MS
TH	DI	MM
TH	ER	MM
TH	FI	MM
TH	FS	MM
TH	GD-N	MS
TH	GL	MM
TH	HC	MM
TH	HR	MM
TH	IJ	MM
TH	IV	MM
TH	MO	MS
TH	NO	MM
TH	NR	MM
TH	OL-N	MS
TH	PB	MM
TH	PO	MM
TH	RN-M2	MS
TH	RT-J	MS
TH	TL	MM
TH	TO	MM
TH	VN-J	MS
TH	YN	MM
TL	AM	MM
TL	ANA2	MS
TL	AR	MS
TL	BA	MS
TL	BLK	MM
TL	BS	MS
TL	DD	MS
TL	DI	MM
TL	ER	MM
TL	FI	MM
TL	FS	MM
TL	GD-N	MS
TL	GL	MM
TL	HC	MM
TL	IV	MM
TL	MO	MS
TL	NO	MM
TL	OL-N	MS
TL	PO	MM
TL	RN-M2	MS
TL	RT-J	MS
TL	TO	MM
TL	VN-J	MS
TL	YN	MM
TN-M2	AG	MS
TN-M2	AM	MS
TN-M2	ANA2	FF
TN-M2	AR	FF
TN-M2	BA	FF
TN-M2	BE	MS
TN-M2	BLK	MS
TN-M2	BS	FF
TN-M2	CO	MS
TN-M2	DA	MS
TN-M2	DB	FF
TN-M2	DD	FF
TN-M2	DI	MS
TN-M2	ER	MS
TN-M2	FE	FF
TN-M2	FI	MS
TN-M2	FS	MS
TN-M2	GA	FF
TN-M2	GD-N	FF
TN-M2	GL	MS
TN-M2	GU	MS
TN-M2	HC	MS
TN-M2	HE	FF
TN-M2	HO	MS
TN-M2	HR	MS
TN-M2	IJ	MS
TN-M2	IN	MS
TN-M2	IV	MS
TN-M2	IZ	FF
TN-M2	JR	MS
TN-M2	JU	FF
TN-M2	KA	FF
TN-M2	MO	FF
TN-M2	NE	MS
TN-M2	NI	MS
TN-M2	NO	MS
TN-M2	NR	MS
TN-M2	OL-N	FF
TN-M2	PB	MS
TN-M2	PE	MS
TN-M2	PL	FF
TN-M2	PO	MS
TN-M2	RB	MS
TN-M2	RN-M2	FF
TN-M2	RT-J	FF
TN-M2	TH	MS
TN-M2	TL	MS
TN-M2	TO	MS
TN-M2	TU	MS
TN-M2	TZ	FF
TN-M2	UR	FF
TN-M2	VD	FF
TN-M2	VN-J	FF
TN-M2	XI	FF
TN-M2	YN	MS
TO	VN-J	MS
TO	YN	MM
TU	AG	MM
TU	AM	MM
TU	ANA2	MS
TU	AR	MS
TU	BA	MS
TU	BE	MM
TU	BLK	MM
TU	BS	MS
TU	CO	MM
TU	DA	MM
TU	DD	MS
TU	DI	MM
TU	ER	MM
TU	FI	MM
TU	FS	MM
TU	GD-N	MS
TU	GL	MM
TU	GU	MM
TU	HC	MM
TU	HO	MM
TU	HR	MM
TU	IJ	MM
TU	IN	MM
TU	IV	MM
TU	MO	MS
TU	NE	MM
TU	NI	MM
TU	NO	MM
TU	NR	MM
TU	OL-N	MS
TU	PB	MM
TU	PO	MM
TU	RN-M2	MS
TU	RT-J	MS
TU	TH	MM
TU	TL	MM
TU	TO	MM
TU	VN-J	MS
TU	YN	MM
TZ	AG	MS
TZ	AM	MS
TZ	ANA2	FF
TZ	AR	FF
TZ	BA	FF
TZ	BE	MS
TZ	BLK	MS
TZ	BS	FF
TZ	CO	MS
TZ	DA	MS
TZ	DD	FF
TZ	DI	MS
TZ	ER	MS
TZ	FI	MS
TZ	FS	MS
TZ	GD-N	FF
TZ	GL	MS
TZ	GU	MS
TZ	HC	MS
TZ	HO	MS
TZ	HR	MS
TZ	IJ	MS
TZ	IN	MS
TZ	IV	MS
TZ	JR	MS
TZ	KA	FF
TZ	MO	FF
TZ	NE	MS
TZ	NI	MS
TZ	NO	MS
TZ	NR	MS
TZ	OL-N	FF
TZ	PB	MS
TZ	PE	MS
TZ	PL	FF
TZ	PO	MS
TZ	RB	MS
TZ	RN-M2	FF
TZ	RT-J	FF
TZ	TH	MS
TZ	TL	MS
TZ	TO	MS
TZ	TU	MS
TZ	VN-J	FF
TZ	YN	MS
UR	AG	MS
UR	AM	MS
UR	ANA2	FF
UR	AR	FF
UR	BA	FF
UR	BE	MS
UR	BLK	MS
UR	BS	FF
UR	CO	MS
UR	DA	MS
UR	DB	FF
UR	DD	FF
UR	DI	MS
UR	ER	MS
UR	FE	FF
UR	FI	MS
UR	FS	MS
UR	GA	FF
UR	GD-N	FF
UR	GL	MS
UR	GU	MS
UR	HC	MS
UR	HE	FF
UR	HO	MS
UR	HR	MS
UR	IJ	MS
UR	IN	MS
UR	IV	MS
UR	IZ	FF
UR	JR	MS
UR	JU	FF
UR	KA	FF
UR	MO	FF
UR	NE	MS
UR	NI	MS
UR	NO	MS
UR	NR	MS
UR	OL-N	FF
UR	PB	MS
UR	PE	MS
UR	PL	FF
UR	PO	MS
UR	RB	MS
UR	RN-M2	FF
UR	RT-J	FF
UR	TH	MS
UR	TL	MS
UR	TO	MS
UR	TU	MS
UR	TZ	FF
UR	VD	FF
UR	VN-J	FF
UR	XI	FF
UR	YN	MS
VD	AG	MS
VD	AM	MS
VD	ANA2	FF
VD	AR	FF
VD	BA	FF
VD	BE	MS
VD	BLK	MS
VD	BS	FF
VD	CO	MS
VD	DA	MS
VD	DB	FF
VD	DD	FF
VD	DI	MS
VD	ER	MS
VD	FE	FF
VD	FI	MS
VD	FS	MS
VD	GA	FF
VD	GD-N	FF
VD	GL	MS
VD	GU	MS
VD	HC	MS
VD	HE	FF
VD	HO	MS
VD	HR	MS
VD	IJ	MS
VD	IN	MS
VD	IV	MS
VD	IZ	FF
VD	JR	MS
VD	JU	FF
VD	KA	FF
VD	MO	FF
VD	NE	MS
VD	NI	MS
VD	NO	MS
VD	NR	MS
VD	OL-N	FF
VD	PB	MS
VD	PE	MS
VD	PL	FF
VD	PO	MS
VD	RB	MS
VD	RN-M2	FF
VD	RT-J	FF
VD	TH	MS
VD	TL	MS
VD	TO	MS
VD	TU	MS
VD	TZ	FF
VD	VN-J	FF
VD	XI	FF
VD	YN	MS
VN-J	YN	MS
XI	AG	MS
XI	AM	MS
XI	ANA2	FF
XI	AR	FF
XI	BA	FF
XI	BE	MS
XI	BLK	MS
XI	BS	FF
XI	CO	MS
XI	DA	MS
XI	DB	FF
XI	DD	FF
XI	DI	MS
XI	ER	MS
XI	FE	FF
XI	FI	MS
XI	FS	MS
XI	GA	FF
XI	GD-N	FF
XI	GL	MS
XI	GU	MS
XI	HC	MS
XI	HE	FF
XI	HO	MS
XI	HR	MS
XI	IJ	MS
XI	IN	MS
XI	IV	MS
XI	IZ	FF
XI	JR	MS
XI	JU	FF
XI	KA	FF
XI	MO	FF
XI	NE	MS
XI	NI	MS
XI	NO	MS
XI	NR	MS
XI	OL-N	FF
XI	PB	MS
XI	PE	MS
XI	PL	FF
XI	PO	MS
XI	RB	MS
XI	RN-M2	FF
XI	RT-J	FF
XI	TH	MS
XI	TL	MS
XI	TO	MS
XI	TU	MS
XI	TZ	FF
XI	VN-J	FF
XI	YN	MS
YA	AG	MS
YA	AM	MS
YA	ANA2	FF
YA	AR	FF
YA	BA	FF
YA	BE	MS
YA	BLK	MS
YA	BS	FF
YA	CO	MS
YA	DA	MS
YA	DB	FF
YA	DD	FF
YA	DI	MS
YA	ER	MS
YA	FE	FF
YA	FI	MS
YA	FS	MS
YA	GA	FF
YA	GD-N	FF
YA	GL	MS
YA	GU	MS
YA	HC	MS
YA	HE	FF
YA	HO	MS
YA	HR	MS
YA	IJ	MS
YA	IN	MS
YA	IV	MS
YA	IZ	FF
YA	JR	MS
YA	JU	FF
YA	KA	FF
YA	KI-M2	FF
YA	MD-J	FF
YA	MO	FF
YA	MY-M2	FF
YA	NE	MS
YA	NI	MS
YA	NO	MS
YA	NR	MS
YA	OL-N	FF
YA	PB	MS
YA	PE	MS
YA	PL	FF
YA	PO	MS
YA	RB	MS
YA	RN-M2	FF
YA	RT-J	FF
YA	SA	FF
YA	TH	MS
YA	TL	MS
YA	TN-M2	FF
YA	TO	MS
YA	TU	MS
YA	TZ	FF
YA	UR	FF
YA	VD	FF
YA	VN-J	FF
YA	XI	FF
YA	YN	MS
ZU	AG	MS
ZU	AM	MS
ZU	ANA2	FF
ZU	AR	FF
ZU	BA	FF
ZU	BE	MS
ZU	BLK	MS
ZU	BS	FF
ZU	CO	MS
ZU	DA	MS
ZU	DB	FF
ZU	DD	FF
ZU	DI	MS
ZU	ER	MS
ZU	FE	FF
ZU	FI	MS
ZU	FS	MS
ZU	GA	FF
ZU	GD-N	FF
ZU	GL	MS
ZU	GU	MS
ZU	HC	MS
ZU	HE	FF
ZU	HO	MS
ZU	HR	MS
ZU	IJ	MS
ZU	IN	MS
ZU	IV	MS
ZU	IZ	FF
ZU	JR	MS
ZU	JU	FF
ZU	KA	FF
ZU	KI-M2	FF
ZU	MD-J	FF
ZU	MO	FF
ZU	MY-M2	FF
ZU	NE	MS
ZU	NI	MS
ZU	NO	MS
ZU	NR	MS
ZU	OL-N	FF
ZU	PB	MS
ZU	PE	MS
ZU	PL	FF
ZU	PO	MS
ZU	RB	MS
ZU	RN-M2	FF
ZU	RT-J	FF
ZU	SA	FF
ZU	TH	MS
ZU	TL	MS
ZU	TN-M2	FF
ZU	TO	MS
ZU	TU	MS
ZU	TZ	FF
ZU	UR	FF
ZU	VD	FF
ZU	VN-J	FF
ZU	XI	FF
ZU	YA	FF
ZU	YN	MS
